RespondentNumber,Task,Concept,Attribute1,Attribute2,Attribute3,Attribute4,Attribute5,Attribute6,Attribute7,Attribute8,Response
77,1,7,0,0,0,0,0,0,0,0,0
77,2,1,1,1,1,1,1,1,2,1,0
77,2,2,2,1,1,1,1,1,2,1,0
77,2,3,3,1,2,1,3,1,2,3,0
77,2,4,1,2,3,1,1,1,1,1,0
77,2,5,2,1,2,1,2,1,3,1,1
77,2,6,3,3,2,2,3,2,2,4,0
77,2,7,0,0,0,0,0,0,0,0,0
77,3,1,1,1,2,1,1,1,1,1,0
77,3,2,2,1,2,1,1,1,3,2,0
77,3,3,3,1,3,2,2,1,2,3,0
77,3,4,1,1,3,1,1,1,1,1,0
77,3,5,2,3,5,1,1,1,4,2,0
77,3,6,3,1,6,2,3,2,4,4,1
77,3,7,0,0,0,0,0,0,0,0,0
77,4,1,1,1,1,1,1,1,1,1,0
77,4,2,2,1,2,1,2,1,2,1,0
77,4,3,3,1,5,2,3,2,4,2,1
77,4,4,1,1,2,1,1,1,1,1,0
77,4,5,2,3,1,1,1,1,2,1,0
77,4,6,3,1,2,1,2,2,2,4,0
77,4,7,0,0,0,0,0,0,0,0,0
77,5,1,1,1,2,1,1,1,2,1,0
77,5,2,2,1,2,1,1,1,4,2,0
77,5,3,3,1,5,1,3,1,4,2,1
77,5,4,1,2,1,1,1,1,2,1,0
77,5,5,2,3,3,1,1,1,3,2,0
77,5,6,3,3,3,1,3,1,3,3,0
77,5,7,0,0,0,0,0,0,0,0,0
77,6,1,1,1,2,1,1,1,1,1,0
77,6,2,2,1,3,1,2,1,3,1,0
77,6,3,3,1,5,1,3,2,2,3,0
77,6,4,1,3,2,1,1,1,1,1,0
77,6,5,2,1,5,1,2,1,3,2,1
77,6,6,3,3,3,1,2,1,3,4,0
77,6,7,0,0,0,0,0,0,0,0,0
77,7,1,1,1,2,1,1,1,1,1,0
77,7,2,2,1,3,1,2,1,4,1,0
77,7,3,3,1,3,2,3,2,4,4,0
77,7,4,1,3,3,1,1,1,2,1,0
77,7,5,2,3,1,1,2,1,2,1,1
77,7,6,3,3,4,2,3,2,4,4,0
77,7,7,0,0,0,0,0,0,0,0,0
77,8,1,1,1,2,1,1,1,2,1,0
77,8,2,2,1,3,1,2,1,2,1,0
77,8,3,3,1,2,2,2,2,3,1,0
77,8,4,1,3,1,1,1,1,2,1,0
77,8,5,2,3,3,1,2,1,4,2,0
77,8,6,3,1,6,2,2,1,2,3,1
77,8,7,0,0,0,0,0,0,0,0,0
77,9,1,1,1,1,1,1,1,2,1,0
77,9,2,2,1,1,1,2,1,4,1,0
77,9,3,3,1,3,1,2,2,3,2,1
77,9,4,1,1,2,1,1,1,2,1,0
77,9,5,2,1,2,1,1,1,4,2,0
77,9,6,3,3,1,2,2,2,3,4,0
77,9,7,0,0,0,0,0,0,0,0,0
77,10,1,1,1,1,1,1,1,1,1,0
77,10,2,2,1,3,1,2,1,2,1,0
77,10,3,3,1,5,2,3,2,2,2,1
77,10,4,1,3,1,1,1,1,1,1,0
77,10,5,2,3,5,1,1,1,4,1,0
77,10,6,3,1,1,2,3,2,3,3,0
77,10,7,0,0,0,0,0,0,0,0,0
280,1,1,1,1,2,1,1,1,1,1,0
280,1,2,2,1,2,1,2,1,3,1,0
280,1,3,3,1,5,1,3,1,3,3,0
280,1,4,1,1,3,1,1,1,2,1,0
280,1,5,2,1,1,1,2,1,4,1,1
280,1,6,3,3,6,2,3,1,3,4,0
280,1,7,0,0,0,0,0,0,0,0,0
280,2,1,1,1,2,1,1,1,1,1,0
280,2,2,2,1,1,1,2,1,3,2,0
280,2,3,3,1,5,1,3,2,4,3,0
280,2,4,1,3,1,1,1,1,1,1,0
280,2,5,2,3,3,1,2,1,2,2,1
280,2,6,3,1,1,2,2,2,4,4,0
280,2,7,0,0,0,0,0,0,0,0,0
280,3,1,1,1,1,1,1,1,2,1,0
280,3,2,2,1,1,1,1,1,2,1,0
280,3,3,3,1,5,2,3,2,3,2,0
280,3,4,1,3,3,1,1,1,1,1,0
280,3,5,2,3,2,1,1,1,3,2,0
280,3,6,3,3,4,2,2,1,2,3,1
280,3,7,0,0,0,0,0,0,0,0,0
280,4,1,1,1,2,1,1,1,2,1,0
280,4,2,2,1,3,1,2,1,3,1,1
280,4,3,3,1,2,2,2,2,2,2,0
280,4,4,1,1,2,1,1,1,2,1,0
280,4,5,2,1,2,1,2,1,3,1,0
280,4,6,3,1,2,1,3,2,4,3,0
280,4,7,0,0,0,0,0,0,0,0,0
280,5,1,1,1,1,1,1,1,1,1,0
280,5,2,2,1,2,1,2,1,2,2,0
280,5,3,3,1,3,1,3,2,3,3,0
280,5,4,1,2,2,1,1,1,2,1,0
280,5,5,2,3,2,1,2,1,2,2,1
280,5,6,3,3,6,2,3,2,4,4,0
280,5,7,0,0,0,0,0,0,0,0,0
280,6,1,1,1,2,1,1,1,2,1,0
280,6,2,2,1,2,1,2,1,4,1,0
280,6,3,3,1,3,2,2,2,2,2,1
280,6,4,1,2,1,1,1,1,2,1,0
280,6,5,2,3,5,1,1,1,3,2,0
280,6,6,3,1,5,2,3,1,2,4,0
280,6,7,0,0,0,0,0,0,0,0,0
280,7,1,1,1,1,1,1,1,1,1,0
280,7,2,2,1,1,1,1,1,4,1,0
280,7,3,3,1,2,1,2,1,2,1,1
280,7,4,1,3,2,1,1,1,1,1,0
280,7,5,2,3,1,1,1,1,4,2,0
280,7,6,3,1,3,1,2,2,3,3,0
280,7,7,0,0,0,0,0,0,0,0,0
280,8,1,1,1,2,1,1,1,1,1,0
280,8,2,2,1,3,1,1,1,4,1,0
280,8,3,3,1,3,2,2,1,4,2,1
280,8,4,1,1,3,1,1,1,1,1,0
280,8,5,2,1,3,1,1,1,2,1,0
280,8,6,3,3,3,1,3,1,2,4,0
280,8,7,0,0,0,0,0,0,0,0,0
280,9,1,1,1,1,1,1,1,2,1,0
280,9,2,2,1,3,1,1,1,2,2,0
280,9,3,3,1,5,2,3,1,4,4,0
280,9,4,1,2,1,1,1,1,2,1,0
280,9,5,2,1,5,1,2,1,4,2,1
280,9,6,3,3,2,1,2,2,3,4,0
280,9,7,0,0,0,0,0,0,0,0,0
280,10,1,1,1,2,1,1,1,2,1,0
280,10,2,2,1,1,1,2,1,4,1,0
280,10,3,3,1,5,1,2,1,4,3,1
280,10,4,1,1,2,1,1,1,2,1,0
280,10,5,2,3,2,1,2,1,4,2,0
280,10,6,3,1,4,1,3,1,2,4,0
280,10,7,0,0,0,0,0,0,0,0,0
221,1,1,1,1,2,1,1,1,1,1,0
221,1,2,2,1,3,1,1,1,4,1,0
221,1,3,3,1,2,2,2,2,2,3,0
221,1,4,1,2,3,1,1,1,2,1,0
221,1,5,2,3,2,1,1,1,2,2,0
221,1,6,3,3,2,2,2,2,2,4,1
221,1,7,0,0,0,0,0,0,0,0,0
221,2,1,1,1,1,1,1,1,1,1,0
221,2,2,2,1,3,1,1,1,2,1,0
221,2,3,3,1,3,1,2,2,2,2,0
221,2,4,1,1,1,1,1,1,2,1,0
221,2,5,2,1,1,1,2,1,4,2,0
221,2,6,3,3,3,2,3,1,4,4,1
221,2,7,0,0,0,0,0,0,0,0,0
221,3,1,1,1,2,1,1,1,2,1,0
221,3,2,2,1,1,1,1,1,4,1,0
221,3,3,3,1,3,2,3,2,3,2,0
221,3,4,1,2,2,1,1,1,2,1,0
221,3,5,2,1,3,1,2,1,4,1,0
221,3,6,3,1,3,2,2,2,4,3,1
221,3,7,0,0,0,0,0,0,0,0,0
221,4,1,1,1,1,1,1,1,1,1,0
221,4,2,2,1,1,1,2,1,3,1,0
221,4,3,3,1,2,1,3,1,4,2,0
221,4,4,1,2,1,1,1,1,1,1,0
221,4,5,2,1,5,1,1,1,2,2,0
221,4,6,3,1,4,2,3,1,3,4,1
221,4,7,0,0,0,0,0,0,0,0,0
221,5,1,1,1,2,1,1,1,1,1,0
221,5,2,2,1,1,1,2,1,2,2,0
221,5,3,3,1,3,2,3,1,2,4,0
221,5,4,1,3,3,1,1,1,1,1,0
221,5,5,2,3,2,1,2,1,3,2,1
221,5,6,3,1,6,1,3,2,3,4,0
221,5,7,0,0,0,0,0,0,0,0,0
221,6,1,1,1,1,1,1,1,2,1,0
221,6,2,2,1,2,1,1,1,3,1,0
221,6,3,3,1,5,2,3,1,4,1,0
221,6,4,1,1,3,1,1,1,2,1,0
221,6,5,2,3,2,1,2,1,4,1,0
221,6,6,3,3,1,2,3,1,2,3,1
221,6,7,0,0,0,0,0,0,0,0,0
221,7,1,1,1,2,1,1,1,2,1,0
221,7,2,2,1,2,1,2,1,2,1,0
221,7,3,3,1,5,1,2,1,3,3,0
221,7,4,1,3,2,1,1,1,2,1,0
221,7,5,2,1,5,1,2,1,2,1,0
221,7,6,3,3,5,1,2,2,2,4,1
221,7,7,0,0,0,0,0,0,0,0,0
221,8,1,1,1,2,1,1,1,1,1,0
221,8,2,2,1,2,1,2,1,4,1,0
221,8,3,3,1,5,1,3,2,3,2,0
221,8,4,1,1,1,1,1,1,1,1,0
221,8,5,2,3,1,1,1,1,3,2,0
221,8,6,3,1,2,1,2,2,3,3,0
221,8,7,0,0,0,0,0,0,0,0,1
221,9,1,1,1,1,1,1,1,2,1,0
221,9,2,2,1,3,1,2,1,3,2,0
221,9,3,3,1,5,2,2,2,4,3,0
221,9,4,1,3,2,1,1,1,1,1,0
221,9,5,2,3,3,1,1,1,3,2,0
221,9,6,3,3,6,1,3,1,4,4,0
221,9,7,0,0,0,0,0,0,0,0,1
221,10,1,1,1,2,1,1,1,2,1,0
221,10,2,2,1,3,1,2,1,4,1,0
221,10,3,3,1,5,1,2,2,4,2,0
221,10,4,1,2,3,1,1,1,1,1,0
221,10,5,2,1,2,1,2,1,2,2,0
221,10,6,3,3,6,2,3,2,3,4,1
221,10,7,0,0,0,0,0,0,0,0,0
293,1,1,1,1,1,1,1,1,2,1,0
293,1,2,2,1,2,1,2,1,4,2,0
293,1,3,3,1,2,1,2,1,4,4,0
293,1,4,1,1,1,1,1,1,1,1,0
293,1,5,2,1,3,1,2,1,3,2,1
293,1,6,3,1,6,2,2,2,2,4,0
293,1,7,0,0,0,0,0,0,0,0,0
293,2,1,1,1,2,1,1,1,1,1,0
293,2,2,2,1,3,1,2,1,3,1,0
293,2,3,3,1,3,2,3,1,4,1,1
293,2,4,1,2,2,1,1,1,1,1,0
293,2,5,2,3,2,1,1,1,3,1,0
293,2,6,3,3,5,2,2,2,3,3,0
293,2,7,0,0,0,0,0,0,0,0,0
293,3,1,1,1,1,1,1,1,2,1,0
293,3,2,2,1,2,1,2,1,2,1,0
293,3,3,3,1,5,2,2,1,2,2,0
293,3,4,1,3,2,1,1,1,2,1,0
293,3,5,2,3,1,1,2,1,2,2,1
293,3,6,3,3,2,2,3,1,3,4,0
293,3,7,0,0,0,0,0,0,0,0,0
293,4,1,1,1,2,1,1,1,1,1,0
293,4,2,2,1,3,1,1,1,2,2,0
293,4,3,3,1,5,1,2,1,4,2,0
293,4,4,1,3,1,1,1,1,2,1,0
293,4,5,2,3,2,1,2,1,4,2,1
293,4,6,3,3,3,2,3,2,4,3,0
293,4,7,0,0,0,0,0,0,0,0,0
293,5,1,1,1,2,1,1,1,1,1,0
293,5,2,2,1,1,1,1,1,4,1,0
293,5,3,3,1,5,1,2,2,3,3,0
293,5,4,1,3,2,1,1,1,1,1,1
293,5,5,2,1,5,1,1,1,4,1,0
293,5,6,3,1,2,2,3,1,2,4,0
293,5,7,0,0,0,0,0,0,0,0,0
293,6,1,1,1,1,1,1,1,2,1,0
293,6,2,2,1,3,1,1,1,4,2,0
293,6,3,3,1,5,2,3,2,3,3,0
293,6,4,1,1,3,1,1,1,1,1,0
293,6,5,2,1,2,1,2,1,2,2,1
293,6,6,3,1,3,1,3,2,3,4,0
293,6,7,0,0,0,0,0,0,0,0,0
293,7,1,1,1,2,1,1,1,1,1,0
293,7,2,2,1,1,1,2,1,2,1,0
293,7,3,3,1,2,2,3,2,3,2,0
293,7,4,1,2,3,1,1,1,2,1,0
293,7,5,2,1,3,1,1,1,3,2,1
293,7,6,3,3,1,1,3,1,4,4,0
293,7,7,0,0,0,0,0,0,0,0,0
293,8,1,1,1,1,1,1,1,1,1,0
293,8,2,2,1,2,1,2,1,3,2,0
293,8,3,3,1,3,1,3,2,2,2,0
293,8,4,1,2,3,1,1,1,2,1,0
293,8,5,2,3,5,1,2,1,4,2,1
293,8,6,3,3,4,1,2,2,2,3,0
293,8,7,0,0,0,0,0,0,0,0,0
293,9,1,1,1,2,1,1,1,2,1,0
293,9,2,2,1,1,1,1,1,3,1,0
293,9,3,3,1,3,2,3,2,2,3,0
293,9,4,1,1,1,1,1,1,2,1,0
293,9,5,2,3,1,1,1,1,2,1,1
293,9,6,3,1,6,1,2,1,4,4,0
293,9,7,0,0,0,0,0,0,0,0,0
293,10,1,1,1,2,1,1,1,1,1,0
293,10,2,2,1,1,1,1,1,2,1,1
293,10,3,3,1,3,2,2,2,3,1,0
293,10,4,1,1,3,1,1,1,2,1,0
293,10,5,2,1,5,1,2,1,3,2,0
293,10,6,3,3,6,1,2,1,3,3,0
293,10,7,0,0,0,0,0,0,0,0,0
150,1,1,1,1,2,1,1,1,2,1,0
150,1,2,2,1,1,1,1,1,4,1,0
150,1,3,3,1,3,2,3,1,4,2,0
150,1,4,1,3,2,1,1,1,1,1,0
150,1,5,2,3,5,1,2,1,4,2,1
150,1,6,3,3,2,1,2,1,4,4,0
150,1,7,0,0,0,0,0,0,0,0,0
150,2,1,1,1,1,1,1,1,1,1,0
150,2,2,2,1,3,1,2,1,4,2,1
150,2,3,3,1,5,2,3,1,3,2,0
150,2,4,1,3,3,1,1,1,2,1,0
150,2,5,2,1,1,1,1,1,2,2,0
150,2,6,3,1,6,1,2,1,2,3,0
150,2,7,0,0,0,0,0,0,0,0,0
150,3,1,1,1,1,1,1,1,1,1,0
150,3,2,2,1,3,1,2,1,2,1,0
150,3,3,3,1,2,1,3,1,3,3,0
150,3,4,1,1,1,1,1,1,1,1,0
150,3,5,2,3,3,1,1,1,4,1,0
150,3,6,3,3,5,1,3,2,3,4,1
150,3,7,0,0,0,0,0,0,0,0,0
150,4,1,1,1,2,1,1,1,2,1,0
150,4,2,2,1,2,1,2,1,3,1,1
150,4,3,3,1,5,1,2,2,3,4,0
150,4,4,1,2,3,1,1,1,1,1,0
150,4,5,2,3,2,1,1,1,4,1,0
150,4,6,3,3,3,2,2,1,4,4,0
150,4,7,0,0,0,0,0,0,0,0,0
150,5,1,1,1,1,1,1,1,2,1,0
150,5,2,2,1,1,1,2,1,3,1,0
150,5,3,3,1,5,2,2,2,2,1,0
150,5,4,1,2,1,1,1,1,1,1,0
150,5,5,2,1,1,1,2,1,2,2,0
150,5,6,3,3,3,2,3,2,2,3,1
150,5,7,0,0,0,0,0,0,0,0,0
150,6,1,1,1,2,1,1,1,1,1,0
150,6,2,2,1,1,1,2,1,2,1,0
150,6,3,3,1,5,1,3,1,2,2,1
150,6,4,1,1,3,1,1,1,2,1,0
150,6,5,2,3,3,1,2,1,3,2,0
150,6,6,3,1,2,2,2,2,4,4,0
150,6,7,0,0,0,0,0,0,0,0,0
150,7,1,1,1,1,1,1,1,2,1,0
150,7,2,2,1,3,1,1,1,3,1,0
150,7,3,3,1,3,1,3,2,4,2,0
150,7,4,1,1,2,1,1,1,2,1,0
150,7,5,2,1,5,1,1,1,3,2,0
150,7,6,3,1,6,2,3,2,2,3,1
150,7,7,0,0,0,0,0,0,0,0,0
150,8,1,1,1,2,1,1,1,1,1,0
150,8,2,2,1,2,1,1,1,2,1,0
150,8,3,3,1,3,2,2,2,4,3,0
150,8,4,1,2,2,1,1,1,2,1,0
150,8,5,2,3,2,1,2,1,2,2,1
150,8,6,3,1,1,1,3,2,3,4,0
150,8,7,0,0,0,0,0,0,0,0,0
150,9,1,1,1,2,1,1,1,1,1,0
150,9,2,2,1,2,1,1,1,4,1,0
150,9,3,3,1,2,2,2,2,2,3,0
150,9,4,1,3,1,1,1,1,2,1,0
150,9,5,2,1,2,1,2,1,3,1,1
150,9,6,3,3,4,2,3,1,3,4,0
150,9,7,0,0,0,0,0,0,0,0,0
150,10,1,1,1,2,1,1,1,2,1,0
150,10,2,2,1,2,1,1,1,3,1,0
150,10,3,3,1,2,2,3,2,4,2,1
150,10,4,1,3,3,1,1,1,2,1,0
150,10,5,2,1,1,1,1,1,4,2,0
150,10,6,3,1,5,1,2,2,4,4,0
150,10,7,0,0,0,0,0,0,0,0,0
50,1,1,1,1,2,1,1,1,1,1,0
50,1,2,2,1,2,1,2,1,3,1,0
50,1,3,3,1,5,1,3,1,3,3,0
50,1,4,1,1,3,1,1,1,2,1,0
50,1,5,2,1,1,1,2,1,4,1,0
50,1,6,3,3,6,2,3,1,3,4,1
50,1,7,0,0,0,0,0,0,0,0,0
50,2,1,1,1,2,1,1,1,1,1,0
50,2,2,2,1,1,1,2,1,3,2,0
50,2,3,3,1,5,1,3,2,4,3,0
50,2,4,1,3,1,1,1,1,1,1,0
50,2,5,2,3,3,1,2,1,2,2,1
50,2,6,3,1,1,2,2,2,4,4,0
50,2,7,0,0,0,0,0,0,0,0,0
50,3,1,1,1,1,1,1,1,2,1,0
50,3,2,2,1,1,1,1,1,2,1,0
50,3,3,3,1,5,2,3,2,3,2,0
50,3,4,1,3,3,1,1,1,1,1,0
50,3,5,2,3,2,1,1,1,3,2,0
50,3,6,3,3,4,2,2,1,2,3,1
50,3,7,0,0,0,0,0,0,0,0,0
50,4,1,1,1,2,1,1,1,2,1,0
50,4,2,2,1,3,1,2,1,3,1,0
50,4,3,3,1,2,2,2,2,2,2,0
50,4,4,1,1,2,1,1,1,2,1,0
50,4,5,2,1,2,1,2,1,3,1,0
50,4,6,3,1,2,1,3,2,4,3,1
50,4,7,0,0,0,0,0,0,0,0,0
50,5,1,1,1,1,1,1,1,1,1,0
50,5,2,2,1,2,1,2,1,2,2,0
50,5,3,3,1,3,1,3,2,3,3,0
50,5,4,1,2,2,1,1,1,2,1,0
50,5,5,2,3,2,1,2,1,2,2,0
50,5,6,3,3,6,2,3,2,4,4,1
50,5,7,0,0,0,0,0,0,0,0,0
50,6,1,1,1,2,1,1,1,2,1,0
50,6,2,2,1,2,1,2,1,4,1,0
50,6,3,3,1,3,2,2,2,2,2,0
50,6,4,1,2,1,1,1,1,2,1,0
50,6,5,2,3,5,1,1,1,3,2,0
50,6,6,3,1,5,2,3,1,2,4,1
50,6,7,0,0,0,0,0,0,0,0,0
50,7,1,1,1,1,1,1,1,1,1,0
50,7,2,2,1,1,1,1,1,4,1,0
50,7,3,3,1,2,1,2,1,2,1,0
50,7,4,1,3,2,1,1,1,1,1,0
50,7,5,2,3,1,1,1,1,4,2,0
50,7,6,3,1,3,1,2,2,3,3,1
50,7,7,0,0,0,0,0,0,0,0,0
50,8,1,1,1,2,1,1,1,1,1,0
50,8,2,2,1,3,1,1,1,4,1,0
50,8,3,3,1,3,2,2,1,4,2,1
50,8,4,1,1,3,1,1,1,1,1,0
50,8,5,2,1,3,1,1,1,2,1,0
50,8,6,3,3,3,1,3,1,2,4,0
50,8,7,0,0,0,0,0,0,0,0,0
50,9,1,1,1,1,1,1,1,2,1,0
50,9,2,2,1,3,1,1,1,2,2,0
50,9,3,3,1,5,2,3,1,4,4,0
50,9,4,1,2,1,1,1,1,2,1,0
50,9,5,2,1,5,1,2,1,4,2,1
50,9,6,3,3,2,1,2,2,3,4,0
50,9,7,0,0,0,0,0,0,0,0,0
50,10,1,1,1,2,1,1,1,2,1,0
50,10,2,2,1,1,1,2,1,4,1,0
50,10,3,3,1,5,1,2,1,4,3,0
50,10,4,1,1,2,1,1,1,2,1,0
50,10,5,2,3,2,1,2,1,4,2,1
50,10,6,3,1,4,1,3,1,2,4,0
50,10,7,0,0,0,0,0,0,0,0,0
65,1,1,1,1,1,1,1,1,1,1,0
65,1,2,2,1,1,1,1,1,3,2,0
65,1,3,3,1,5,2,2,1,3,2,0
65,1,4,1,2,1,1,1,1,2,1,0
65,1,5,2,1,2,1,2,1,2,2,1
65,1,6,3,1,5,1,3,1,4,3,0
65,1,7,0,0,0,0,0,0,0,0,0
65,2,1,1,1,1,1,1,1,2,1,0
65,2,2,2,1,1,1,1,1,2,1,0
65,2,3,3,1,2,1,3,1,2,3,0
65,2,4,1,2,3,1,1,1,1,1,0
65,2,5,2,1,2,1,2,1,3,1,1
65,2,6,3,3,2,2,3,2,2,4,0
65,2,7,0,0,0,0,0,0,0,0,0
65,3,1,1,1,2,1,1,1,1,1,0
65,3,2,2,1,2,1,1,1,3,2,0
65,3,3,3,1,3,2,2,1,2,3,0
65,3,4,1,1,3,1,1,1,1,1,0
65,3,5,2,3,5,1,1,1,4,2,1
65,3,6,3,1,6,2,3,2,4,4,0
65,3,7,0,0,0,0,0,0,0,0,0
65,4,1,1,1,1,1,1,1,1,1,0
65,4,2,2,1,2,1,2,1,2,1,0
65,4,3,3,1,5,2,3,2,4,2,1
65,4,4,1,1,2,1,1,1,1,1,0
65,4,5,2,3,1,1,1,1,2,1,0
65,4,6,3,1,2,1,2,2,2,4,0
65,4,7,0,0,0,0,0,0,0,0,0
65,5,1,1,1,2,1,1,1,2,1,0
65,5,2,2,1,2,1,1,1,4,2,0
65,5,3,3,1,5,1,3,1,4,2,0
65,5,4,1,2,1,1,1,1,2,1,0
65,5,5,2,3,3,1,1,1,3,2,1
65,5,6,3,3,3,1,3,1,3,3,0
65,5,7,0,0,0,0,0,0,0,0,0
65,6,1,1,1,2,1,1,1,1,1,0
65,6,2,2,1,3,1,2,1,3,1,0
65,6,3,3,1,5,1,3,2,2,3,0
65,6,4,1,3,2,1,1,1,1,1,0
65,6,5,2,1,5,1,2,1,3,2,1
65,6,6,3,3,3,1,2,1,3,4,0
65,6,7,0,0,0,0,0,0,0,0,0
65,7,1,1,1,2,1,1,1,1,1,0
65,7,2,2,1,3,1,2,1,4,1,0
65,7,3,3,1,3,2,3,2,4,4,0
65,7,4,1,3,3,1,1,1,2,1,0
65,7,5,2,3,1,1,2,1,2,1,0
65,7,6,3,3,4,2,3,2,4,4,0
65,7,7,0,0,0,0,0,0,0,0,1
65,8,1,1,1,2,1,1,1,2,1,0
65,8,2,2,1,3,1,2,1,2,1,0
65,8,3,3,1,2,2,2,2,3,1,1
65,8,4,1,3,1,1,1,1,2,1,0
65,8,5,2,3,3,1,2,1,4,2,0
65,8,6,3,1,6,2,2,1,2,3,0
65,8,7,0,0,0,0,0,0,0,0,0
65,9,1,1,1,1,1,1,1,2,1,0
65,9,2,2,1,1,1,2,1,4,1,0
65,9,3,3,1,3,1,2,2,3,2,1
65,9,4,1,1,2,1,1,1,2,1,0
65,9,5,2,1,2,1,1,1,4,2,0
65,9,6,3,3,1,2,2,2,3,4,0
65,9,7,0,0,0,0,0,0,0,0,0
65,10,1,1,1,1,1,1,1,1,1,0
65,10,2,2,1,3,1,2,1,2,1,0
65,10,3,3,1,5,2,3,2,2,2,0
65,10,4,1,3,1,1,1,1,1,1,0
65,10,5,2,3,5,1,1,1,4,1,1
65,10,6,3,1,1,2,3,2,3,3,0
65,10,7,0,0,0,0,0,0,0,0,0
299,1,1,1,1,2,1,1,1,1,1,0
299,1,2,2,1,3,1,2,1,3,1,0
299,1,3,3,1,3,2,3,2,3,2,0
299,1,4,1,3,2,1,1,1,2,1,0
299,1,5,2,3,2,1,2,1,3,2,0
299,1,6,3,3,3,2,3,2,2,4,0
299,1,7,0,0,0,0,0,0,0,0,1
299,2,1,1,1,2,1,1,1,2,1,0
299,2,2,2,1,2,1,1,1,2,2,0
299,2,3,3,1,2,2,3,2,3,4,0
299,2,4,1,1,2,1,1,1,2,1,0
299,2,5,2,3,5,1,1,1,2,2,0
299,2,6,3,1,3,2,3,1,3,4,1
299,2,7,0,0,0,0,0,0,0,0,0
299,3,1,1,1,1,1,1,1,1,1,0
299,3,2,2,1,2,1,2,1,4,1,0
299,3,3,3,1,3,1,3,2,4,1,0
